chr	pos	ref_base	strand	mod	WT2_depth	WT2_basecall_accuracy	WT2_mod_freq	WT2_mod_prob	KOM3_depth	KOM3_basecall_accuracy	KOM3_mod_freq	KOM3_mod_prob	WT1_depth	WT1_basecall_accuracy	WT1_mod_freq	WT1_mod_prob	KOM14_depth	KOM14_basecall_accuracy	KOM14_mod_freq	KOM14_mod_prob
chr2	32707573	A	-	m6A	267	0.899	0.303	0.8	216	0.926	0.12	0.8	86	0.919	0.291	0.833	183	0.918	0.208	0.767
chr2	32707730	A	-	m6A	261	0.958	0.115	0.8	203	0.966	0.03	0.633	79	0.962	0.114	0.733	177	0.972	0.04	0.6
chr2	32707848	A	-	m6A	201	0.985	0.403	0.8	88	0.977	0.261	0.8	44	0.955	0.227	0.85	122	1	0.262	0.733
chr2	32762039	A	+	m6A	110	1	0.273	0.733	83	1	0.12	0.817	68	0.971	0.426	0.733	60	1	0.2	0.717
chr2	32762090	A	+	m6A	111	0.982	0.153	0.667	84	1	0.06	0.7	67	0.985	0.209	0.8	61	0.984	0.148	0.767
chr2	32762156	A	+	m6A	118	0.992	0.356	0.75	88	0.977	0.148	0.867	69	1	0.333	0.867	61	0.967	0.23	0.8
chr2	32924987	A	+	m6A	150	0.993	0.16	0.833	84	1	0.024	0.65	58	1	0.155	0.7	93	0.989	0.097	0.867
chr2	34775983	A	+	m6A	556	0.962	0.29	0.8	143	0.986	0.203	0.733	120	0.983	0.275	0.733	267	0.966	0.251	0.767
chr2	34775992	A	+	m6A	680	0.994	0.075	0.633	162	0.994	0.037	0.717	155	1	0.058	0.6	309	0.99	0.045	0.667
chr2	34776154	A	+	m6A	922	0.988	0.588	0.833	271	0.989	0.594	0.833	237	0.979	0.532	0.867	416	0.988	0.572	0.833
chr2	35180400	A	-	m6A	123	0.984	0.073	0.633	48	0.958	0.021	0.567	54	0.981	0.111	0.6	71	0.972	0.028	0.65
chr2	35730732	A	+	m6A	53	1	0.132	0.667	29	1	0.034	0.767	27	0.963	0.074	0.733	31	1	0.032	0.867
chr2	38723718	A	-	m6A	105	1	0.267	0.767	44	1	0.091	0.683	27	1	0.222	0.733	43	1	0.023	0.633
chr2	39196911	A	-	m6A	74	1	0.351	0.65	28	1	0.036	0.733	28	1	0.357	0.783	52	0.962	0.096	0.8
chr2	40557217	A	+	m6A	180	0.989	0.161	0.733	116	0.983	0.069	0.683	75	0.973	0.227	0.7	94	0.979	0.085	0.783
chr2	41987233	A	-	m6A	191	0.942	0.11	0.7	56	0.964	0	NA	55	0.945	0.127	0.667	75	0.92	0.053	0.75
chr2	41987290	A	-	m6A	181	0.901	0.238	0.733	50	0.9	0.06	0.867	51	0.922	0.353	0.767	74	0.919	0.216	0.833
chr2	50280138	A	-	m6A	96	0.917	0.062	0.717	39	1	0	NA	34	0.941	0.088	0.633	62	0.952	0	NA
chr2	69750527	A	+	m6A	131	0.954	0.26	0.8	40	1	0.025	1	41	0.976	0.293	0.7	64	0.953	0.125	0.75
chr2	80353898	A	+	m6A	57	1	0.421	0.717	37	1	0.135	0.9	28	1	0.5	0.867	46	1	0.196	0.767
chr2	83664415	A	+	m6A	285	0.965	0.179	0.8	130	0.969	0.023	0.867	85	0.965	0.247	0.733	135	0.978	0.067	0.833
chr2	83664487	A	+	m6A	288	0.983	0.062	0.733	132	0.985	0.023	0.633	89	0.989	0.079	0.667	138	0.993	0.029	0.6
chr2	83664513	A	+	m6A	287	0.986	0.139	0.7	133	0.992	0.015	0.883	91	0.978	0.176	0.7	136	0.993	0.037	0.8
chr2	84671328	A	-	m6A	138	0.993	0.13	0.917	29	0.897	0.034	0.767	63	0.984	0.206	0.9	90	0.978	0.022	0.9
chr2	84671373	A	-	m6A	160	0.988	0.05	0.817	42	1	0	NA	66	1	0.076	0.667	109	1	0.028	0.667
chr2	84829897	A	+	m6A	147	0.959	0.061	0.7	45	0.956	0	NA	30	0.9	0.133	0.617	75	0.947	0.027	0.733
chr2	85046689	A	+	m6A	936	0.981	0.06	0.817	383	0.997	0.01	0.883	337	0.982	0.053	0.85	467	0.981	0.015	0.8
chr2	85046879	A	+	m6A	1211	0.956	0.325	0.767	679	0.963	0.074	0.767	520	0.95	0.31	0.8	643	0.974	0.174	0.767
chr2	85046923	A	+	m6A	1296	0.966	0.058	0.8	718	0.976	0.013	0.767	572	0.955	0.056	0.75	684	0.974	0.019	0.767
chr2	91276590	A	+	m6A	91	0.978	0.066	0.583	31	0.968	0.032	0.6	26	1	0.154	0.633	58	1	0	NA
chr2	91620331	A	+	m6A	131	0.985	0.061	0.567	36	1	0	NA	51	0.961	0.118	0.75	95	1	0.021	0.65
chr2	91620388	A	+	m6A	139	0.964	0.101	0.8	42	0.952	0.048	0.55	49	1	0.102	0.667	100	0.96	0.03	0.6
chr2	91620416	A	+	m6A	152	1	0.151	0.667	48	1	0.104	0.833	64	0.969	0.109	0.733	107	1	0.056	0.767
chr2	91620635	A	+	m6A	142	0.993	0.113	0.783	45	1	0.044	0.567	59	1	0.102	0.683	101	1	0.089	0.767
chr2	91672169	A	+	m6A	84	0.964	0.06	0.867	34	1	0	NA	29	0.966	0.138	0.717	45	1	0.067	0.967
chr2	91932910	A	-	m6A	109	0.991	0.193	0.7	40	1	0.075	0.667	50	1	0.22	0.667	65	1	0.123	0.617
chr2	91933092	A	-	m6A	114	1	0.281	0.833	38	1	0.026	0.667	46	1	0.435	0.817	57	1	0.193	0.833
chr2	93695750	A	-	m6A	126	0.96	0.095	0.85	83	0.928	0.012	0.633	49	1	0.122	0.833	80	0.925	0.037	0.933
chr2	93695820	A	-	m6A	124	0.968	0.169	0.7	84	0.988	0.024	0.85	50	1	0.22	0.833	79	1	0.089	0.8
chr2	93696008	A	-	m6A	98	0.99	0.429	0.833	51	0.98	0.294	0.933	30	1	0.367	0.833	58	0.983	0.259	0.767
chr2	94412035	A	-	m6A	215	0.972	0.233	0.833	93	0.978	0.172	0.817	79	0.987	0.304	0.867	140	0.986	0.136	0.767
chr2	94412091	A	-	m6A	190	0.937	0.189	0.9	76	0.987	0.039	0.7	70	0.971	0.157	0.9	126	0.968	0.087	0.9
chr2	103021873	A	-	m6A	60	1	0.133	0.683	39	1	0.051	0.95	25	0.96	0.16	0.617	35	0.971	0.171	0.883
chr2	103721318	A	-	m6A	187	0.973	0.294	0.767	79	1	0.203	0.783	90	1	0.267	0.75	123	0.984	0.195	0.683
chr2	103721331	A	-	m6A	167	0.988	0.192	0.767	74	1	0.041	0.767	86	0.988	0.151	0.667	118	0.992	0.042	0.767
chr2	112630869	A	+	m6A	104	0.962	0.173	0.7	45	1	0.022	1	39	0.974	0.179	0.8	61	0.984	0.049	0.767
chr2	118476107	A	-	m6A	266	0.985	0.241	0.8	101	1	0.04	0.917	55	1	0.327	0.75	107	0.981	0.131	0.833
chr2	118834204	A	+	m6A	56	0.911	0.536	0.833	26	1	0.346	0.7	30	0.933	0.333	0.883	33	0.939	0.273	0.9
chr2	118834412	A	+	m6A	129	0.992	0.202	0.767	68	0.985	0.088	0.767	68	1	0.162	0.767	62	1	0.097	0.85
chr2	118834421	A	+	m6A	112	0.991	0.241	0.767	60	0.983	0.083	0.667	66	1	0.318	0.767	57	0.93	0.175	0.683
chr2	119249201	A	+	m6A	161	0.957	0.112	0.833	46	0.978	0.022	0.833	56	0.982	0.179	0.883	95	0.979	0.105	0.8
chr2	119249281	A	+	m6A	191	0.916	0.073	0.567	69	0.928	0.043	0.6	99	0.919	0.152	0.833	128	0.914	0.078	0.65
chr2	119764164	A	-	m6A	129	0.992	0.372	0.783	59	1	0.186	0.767	82	1	0.341	0.767	123	1	0.154	0.733
chr2	119764251	A	-	m6A	109	0.972	0.294	0.817	49	0.959	0.041	0.6	63	0.968	0.397	0.867	103	0.971	0.107	0.8
chr2	119817907	A	+	m6A	104	0.962	0.163	0.7	47	1	0.064	0.933	31	0.968	0.129	0.65	63	0.984	0.079	0.6
chr2	121437732	A	+	m6A	810	0.995	0.463	0.8	377	0.997	0.164	0.833	466	0.991	0.479	0.767	673	0.994	0.318	0.8
chr2	121458270	A	+	m6A	866	0.978	0.147	0.8	406	0.988	0.034	0.833	218	0.986	0.17	0.833	439	0.97	0.052	0.8
chr2	121461202	A	-	m6A	61	1	0.115	0.8	26	1	0	NA	40	1	0.125	0.9	79	1	0.076	0.583
chr2	125830681	A	-	m6A	77	1	0.13	0.717	36	1	0.056	0.95	28	1	0.214	0.75	54	0.981	0.037	0.717
chr2	127240247	A	+	m6A	336	0.991	0.089	0.767	81	0.988	0.012	0.867	121	0.967	0.066	0.6	193	0.984	0.005	0.8
chr2	127242695	A	-	m6A	102	0.99	0.284	0.767	40	0.975	0.225	0.8	29	0.931	0.379	0.767	69	0.986	0.203	0.683
chr2	127242748	A	-	m6A	102	0.98	0.078	0.767	41	0.951	0	NA	31	0.968	0.097	0.667	68	1	0.088	0.65
chr2	127603780	A	+	m6A	132	0.992	0.182	0.95	70	1	0.071	0.9	51	1	0.235	0.917	80	1	0.15	0.917
chr2	127603808	A	+	m6A	137	1	0.182	0.833	69	1	0.029	0.733	49	1	0.102	0.8	81	0.975	0.099	0.85
chr2	127801231	A	-	m6A	135	0.941	0.393	0.9	48	0.979	0.146	0.8	35	1	0.486	0.867	71	0.986	0.225	0.817
chr2	128612993	A	-	m6A	134	0.97	0.082	0.867	74	0.959	0.014	0.8	37	1	0.054	0.783	91	0.967	0.011	0.6
chr2	129126235	A	+	m6A	116	0.991	0.19	0.75	82	1	0.049	0.717	49	1	0.245	0.717	83	1	0.084	0.733
chr2	129133443	A	+	m6A	98	0.99	0.235	0.667	47	1	0.085	0.833	39	1	0.231	0.767	74	0.959	0.108	0.667
chr2	129268386	A	-	m6A	111	0.991	0.622	0.9	46	0.957	0.239	0.9	31	1	0.645	0.75	48	0.958	0.25	0.9
chr2	130277512	A	+	m6A	234	1	0.098	0.733	34	0.971	0	NA	48	1	0.125	0.867	120	0.983	0.042	0.733
chr2	130279229	A	+	m6A	1062	0.989	0.063	0.7	480	0.994	0.031	0.767	384	0.979	0.06	0.767	584	0.988	0.017	0.717
chr2	130565293	A	+	m6A	178	0.989	0.101	0.717	103	1	0.039	0.7	44	0.977	0.159	0.733	79	0.987	0.013	0.533
chr2	130565298	A	+	m6A	163	0.975	0.454	0.867	98	0.98	0.082	0.85	42	0.976	0.571	0.85	78	0.962	0.256	0.95
chr2	131296625	A	+	m6A	57	1	0.316	0.8	40	1	0.075	0.967	39	1	0.231	0.933	51	1	0.176	0.9
chr2	132239671	A	-	m6A	86	0.942	0.093	0.75	31	0.968	0.032	0.7	26	1	0.154	0.933	39	1	0.026	0.6
chr2	132307520	A	+	m6A	189	0.995	0.085	0.85	140	0.993	0.014	0.767	82	0.988	0.171	0.817	141	0.993	0.021	0.867
chr2	132804392	A	-	m6A	140	0.979	0.129	0.8	68	0.985	0.015	0.567	31	1	0.194	0.783	69	0.971	0.087	0.85
chr2	136881432	A	-	m6A	74	0.986	0.216	0.783	64	1	0.125	0.817	33	1	0.242	0.783	63	1	0.048	0.767
chr2	143071578	A	+	m6A	555	0.987	0.247	0.767	258	0.992	0.085	0.767	131	1	0.305	0.833	238	0.983	0.147	0.767
chr2	143943196	A	+	m6A	778	0.996	0.195	0.833	170	0.994	0.053	0.733	168	0.994	0.262	0.867	295	0.993	0.122	0.867
chr2	143947619	A	-	m6A	476	0.994	0.33	0.767	318	0.991	0.201	0.767	343	0.991	0.329	0.8	427	0.998	0.225	0.8
chr2	144250341	A	-	m6A	212	0.995	0.057	0.733	80	1	0.013	0.767	87	1	0.103	0.867	161	0.988	0.012	0.783
chr2	144251006	A	-	m6A	310	0.955	0.065	0.717	46	0.978	0.022	0.933	52	0.904	0.058	0.867	167	0.928	0.024	0.85
chr2	144407381	A	+	m6A	80	0.963	0.312	0.833	37	1	0.243	0.767	53	1	0.226	0.817	88	1	0.193	0.8
chr2	144407579	A	+	m6A	84	1	0.274	0.7	54	1	0.167	0.633	73	1	0.288	0.667	107	1	0.15	0.75
chr2	145918455	A	-	m6A	62	0.952	0.097	0.8	27	0.963	0.037	0.967	34	0.941	0.324	0.867	69	0.957	0.174	0.8
chr2	148675663	A	+	m6A	149	0.96	0.477	0.933	84	0.964	0.119	0.833	42	0.976	0.548	0.933	106	1	0.274	0.9
chr2	148675750	A	+	m6A	193	0.974	0.326	0.8	128	0.992	0.141	0.833	51	0.98	0.314	0.75	126	0.984	0.278	0.833
chr2	148675877	A	+	m6A	198	0.985	0.071	0.7	141	0.986	0.028	0.767	57	1	0.053	0.567	129	1	0.039	0.6
chr2	148675889	A	+	m6A	212	0.995	0.467	0.833	147	1	0.286	0.767	60	0.983	0.517	0.8	136	1	0.309	0.767
chr2	148871933	A	-	m6A	446	0.987	0.121	0.717	424	0.988	0.021	0.7	207	0.971	0.13	0.7	283	0.986	0.018	0.7
chr2	150771460	A	+	m6A	56	0.982	0.071	0.767	28	0.964	0	NA	37	0.973	0.081	0.767	44	1	0.023	0.667
chr2	150831578	A	+	m6A	121	1	0.132	0.8	52	1	0	NA	107	0.991	0.215	0.867	108	0.991	0.046	0.8
chr2	151511211	A	+	m6A	317	0.984	0.139	0.683	220	0.995	0.041	0.667	122	0.984	0.123	0.8	193	0.99	0.083	0.667
chr2	151511263	A	+	m6A	314	1	0.118	0.733	227	0.996	0.035	0.733	123	1	0.154	0.667	197	1	0.076	0.633
chr2	151561325	A	+	m6A	504	0.998	0.113	0.8	181	1	0.039	0.767	137	1	0.131	0.817	263	0.996	0.03	0.717
chr2	152281391	A	+	m6A	98	0.99	0.122	0.717	41	1	0.024	0.967	33	1	0.152	0.933	45	1	0	NA
chr2	152313871	A	+	m6A	116	1	0.233	0.833	102	0.99	0.069	0.733	54	1	0.259	0.85	73	1	0.178	0.7
chr2	152337528	A	-	m6A	100	1	0.18	0.733	27	1	0.037	0.867	31	1	0.194	0.75	53	1	0.019	0.633
chr2	152394926	A	-	m6A	117	0.991	0.154	0.783	60	1	0.05	0.967	38	1	0.289	0.7	52	0.981	0.135	0.767
chr2	152394947	A	-	m6A	120	0.958	0.208	0.767	62	0.968	0.048	0.8	39	1	0.128	0.8	50	0.98	0.14	0.767
chr2	152780846	A	-	m6A	162	0.981	0.309	0.833	108	0.991	0.083	0.867	63	0.968	0.333	0.8	89	0.989	0.18	0.817
chr2	152893840	A	+	m6A	231	0.978	0.113	0.733	108	1	0.037	0.617	86	0.977	0.07	0.6	135	0.978	0.03	0.7
chr2	152893851	A	+	m6A	234	1	0.184	0.767	108	1	0.083	0.667	84	1	0.321	0.7	136	1	0.081	0.667
chr2	152895275	A	+	m6A	85	1	0.141	0.717	58	0.983	0.069	0.717	32	1	0.156	0.8	44	1	0.114	0.767
chr2	153402034	A	+	m6A	109	0.972	0.321	0.833	66	0.985	0.227	0.833	50	0.98	0.54	0.9	78	0.987	0.154	0.917
chr2	153767265	A	+	m6A	201	0.995	0.244	0.667	64	1	0.062	0.683	55	1	0.255	0.6	101	1	0.139	0.7
chr2	154694038	A	+	m6A	252	0.992	0.135	0.7	147	0.993	0.027	0.6	87	0.977	0.172	0.767	136	0.993	0.088	0.733
chr2	154872675	A	-	m6A	997	0.996	0.07	0.733	483	1	0.01	0.6	525	0.992	0.09	0.733	558	0.995	0.025	0.767
chr2	155059568	A	-	m6A	142	0.979	0.077	0.9	102	1	0.088	0.733	116	0.991	0.086	0.85	173	0.988	0.075	0.833
chr2	155059898	A	-	m6A	379	1	0.098	0.733	144	0.986	0.007	0.8	185	0.995	0.108	0.717	287	0.983	0.017	0.733
chr2	155060351	A	-	m6A	113	0.991	0.053	0.817	31	1	0	NA	53	1	0.075	0.667	76	1	0.026	0.733
chr2	155278393	A	-	m6A	113	1	0.372	0.817	87	1	0.184	0.7	43	0.977	0.302	0.9	76	0.974	0.276	0.833
chr2	155278510	A	-	m6A	98	0.888	0.122	0.8	75	0.947	0.04	0.867	41	0.878	0.098	0.8	74	0.959	0.068	0.733
chr2	155563582	A	-	m6A	89	0.955	0.191	0.833	53	0.943	0.057	0.567	29	0.966	0.172	0.933	33	0.97	0.03	0.867
chr2	155634771	A	-	m6A	75	0.787	0.093	0.6	39	0.923	0.026	0.9	29	0.862	0.138	0.55	48	0.938	0.021	0.633
chr2	155702105	A	-	m6A	69	1	0.116	0.683	28	1	0	NA	25	1	0.08	0.667	31	1	0	NA
chr2	155819850	A	-	m6A	591	0.992	0.112	0.833	323	0.991	0.022	0.867	174	0.994	0.132	0.867	302	0.987	0.043	0.833
chr2	155820063	A	-	m6A	699	0.991	0.09	0.833	371	1	0.022	0.817	199	1	0.136	0.9	350	0.997	0.069	0.783
chr2	156094964	A	-	m6A	107	0.953	0.075	0.8	42	0.976	0.024	0.8	36	0.917	0.111	0.617	50	0.98	0.04	0.9
chr2	156311895	A	-	m6A	251	0.96	0.315	0.767	348	0.966	0.066	0.767	116	0.983	0.284	0.8	215	0.977	0.149	0.767
chr2	156568081	A	+	m6A	178	0.994	0.163	0.7	177	0.994	0.056	0.733	62	1	0.129	0.767	109	1	0.101	0.733
chr2	156568154	A	+	m6A	123	1	0.057	0.867	123	1	0.016	0.75	41	0.976	0.122	0.8	71	1	0.056	0.667
chr2	156762801	A	+	m6A	127	0.992	0.063	0.85	80	0.988	0.013	0.633	64	1	0.172	0.767	107	0.991	0.028	0.933
chr2	156873220	A	+	m6A	386	0.552	0.08	0.733	218	0.573	0.032	0.733	130	0.977	0.146	0.767	208	0.981	0.048	0.7
chr2	157471618	A	+	m6A	95	0.937	0.053	0.8	51	0.98	0.02	0.6	55	0.873	0.091	0.8	67	0.97	0.03	0.6
chr2	158355854	A	-	m6A	59	0.966	0.068	0.667	29	0.966	0	NA	34	1	0.059	0.7	47	1	0.021	0.667
chr2	158639091	A	+	m6A	71	1	0.056	0.717	64	0.984	0.094	0.767	39	0.974	0.154	0.833	54	1	0.056	0.767
chr2	158639103	A	+	m6A	65	1	0.077	0.867	59	0.983	0.034	0.717	32	1	0.219	0.633	46	1	0.065	0.8
chr2	163725809	A	+	m6A	138	0.986	0.145	0.867	136	1	0.022	0.667	61	1	0.148	0.867	83	1	0.036	0.867
chr2	163726067	A	+	m6A	179	0.972	0.218	0.833	234	0.991	0.043	0.75	109	0.982	0.257	0.85	124	0.992	0.097	0.867
chr2	164464823	A	+	m6A	118	0.966	0.102	0.7	78	1	0	NA	26	1	0.154	0.733	47	1	0	NA
chr2	164508176	A	+	m6A	154	0.961	0.221	0.733	86	0.965	0.105	0.7	83	0.976	0.217	0.683	105	0.981	0.124	0.767
chr2	164563359	A	+	m6A	155	0.994	0.097	0.833	50	1	0	NA	62	1	0.113	0.933	109	1	0.009	0.633
chr2	164563389	A	+	m6A	182	1	0.077	0.7	59	1	0.017	0.7	80	0.988	0.113	0.933	129	1	0.016	0.717
chr2	164826798	A	+	m6A	193	1	0.29	0.767	222	0.995	0.054	0.783	136	0.993	0.235	0.8	135	0.993	0.156	0.7
chr2	165276589	A	-	m6A	65	0.969	0.262	0.933	49	0.939	0.102	0.9	39	0.923	0.436	0.867	27	0.963	0.074	0.767
chr2	165276799	A	-	m6A	68	1	0.338	0.8	38	1	0.158	0.767	34	1	0.412	0.667	27	0.963	0.222	0.883
chr2	166072799	A	+	m6A	86	1	0.07	0.95	40	1	0.025	0.667	39	1	0.103	0.767	52	1	0.058	0.533
chr2	166945848	A	+	m6A	256	1	0.316	0.8	43	1	0.07	0.6	64	0.984	0.391	0.733	134	0.993	0.149	0.667
chr2	166946348	A	+	m6A	121	1	0.083	0.733	33	1	0.091	0.833	32	1	0.125	0.833	71	1	0.042	0.667
chr2	167515826	A	+	m6A	124	1	0.282	0.833	42	1	0.024	0.967	40	1	0.325	0.767	70	1	0.114	0.733
chr2	168748634	A	-	m6A	478	0.998	0.105	0.8	306	1	0.023	0.633	252	0.992	0.083	0.833	359	0.997	0.022	0.85
chr2	168925448	A	-	m6A	81	0.975	0.272	0.733	34	1	0.176	0.9	51	0.961	0.294	0.633	62	1	0.258	0.75
chr2	172356405	A	-	m6A	366	0.997	0.117	0.7	244	1	0.012	0.833	144	0.993	0.215	0.733	238	0.992	0.021	0.633
chr2	172356732	A	-	m6A	159	0.893	0.264	0.817	68	0.882	0.044	0.8	43	0.93	0.279	0.783	110	0.909	0.155	0.833
chr2	172380849	A	+	m6A	161	0.981	0.304	0.733	97	0.969	0.216	0.667	40	1	0.35	0.8	82	1	0.22	0.817
chr2	173015385	A	+	m6A	315	0.994	0.565	0.867	141	0.993	0.27	0.833	115	0.983	0.609	0.85	189	0.979	0.37	0.833
chr2	173015476	A	+	m6A	369	0.997	0.385	0.833	205	1	0.112	0.867	151	0.993	0.464	0.85	221	1	0.217	0.8
chr2	174427124	A	+	m6A	232	0.983	0.263	0.8	81	0.975	0.086	0.833	75	1	0.307	0.767	113	0.991	0.159	0.7
chr2	174427302	A	+	m6A	269	0.933	0.13	0.8	112	0.946	0	NA	108	0.972	0.056	0.7	126	0.921	0.024	0.6
chr2	174427753	A	-	m6A	282	0.968	0.202	0.8	166	0.964	0.12	0.75	138	0.978	0.225	0.833	168	0.976	0.179	0.733
chr2	174427773	A	-	m6A	238	0.962	0.067	0.7	124	0.944	0.016	0.967	115	0.948	0.052	0.667	146	0.945	0.041	0.817
chr2	174427806	A	-	m6A	177	0.938	0.079	0.833	85	0.988	0.047	0.917	80	0.963	0.075	0.75	113	0.956	0.027	0.9
chr2	174465403	A	-	m6A	171	0.994	0.363	0.833	83	0.964	0.048	0.9	50	0.98	0.48	0.867	122	0.975	0.098	0.8
chr2	180035453	A	+	m6A	52	1	0.077	0.65	36	1	0	NA	25	1	0.08	0.85	36	1	0.028	0.7
chr2	180176462	A	-	m6A	197	0.995	0.147	0.833	113	1	0.018	0.85	150	0.993	0.173	0.833	207	0.99	0.048	0.85
chr2	180595652	A	+	m6A	113	0.973	0.106	0.8	105	0.99	0	NA	52	1	0.077	0.967	58	1	0.155	0.7
chr2	180718403	A	+	m6A	130	0.992	0.138	0.717	48	1	0	NA	39	1	0.103	0.65	71	1	0.042	0.733
chr2	181356366	A	+	m6A	114	0.982	0.175	0.75	50	1	0.02	0.867	45	0.978	0.244	0.733	85	0.965	0.082	0.733
chr2	181359451	A	-	m6A	85	1	0.094	0.717	36	1	0.056	0.65	29	1	0.172	0.867	32	1	0.062	0.817
chr2	181655606	A	+	m6A	243	0.893	0.107	0.767	165	0.958	0	NA	110	0.873	0.145	0.833	155	0.916	0.039	0.883
chr3	8561255	A	+	m6A	82	0.976	0.085	0.733	42	1	0	NA	28	1	0.143	0.833	61	0.984	0.016	1
chr3	8561308	A	+	m6A	95	0.979	0.095	0.7	47	1	0.021	0.9	32	1	0.219	0.733	65	1	0.046	0.6
chr3	8802242	A	-	m6A	246	0.992	0.167	0.8	151	0.974	0.046	0.833	89	0.978	0.258	0.9	159	0.981	0.113	0.733
chr3	8802280	A	-	m6A	240	0.992	0.125	0.7	149	0.993	0.013	0.817	90	1	0.211	0.833	159	0.987	0.031	0.767
chr3	8929501	A	-	m6A	70	0.957	0.057	0.933	61	0.967	0.049	0.8	56	0.964	0.107	0.85	72	0.986	0.028	0.683
chr3	19132224	A	-	m6A	125	1	0.152	0.733	63	1	0	NA	30	1	0.233	0.967	53	1	0.019	0.9
chr3	28807384	A	+	m6A	220	0.986	0.314	0.833	97	0.99	0.072	0.867	127	0.992	0.378	0.783	106	0.981	0.113	0.85
chr3	32577169	A	+	m6A	75	1	0.053	0.65	32	1	0	NA	33	1	0.152	0.633	44	1	0.023	0.533
chr3	32577330	A	+	m6A	124	0.96	0.137	0.8	52	0.942	0.058	0.633	66	0.955	0.136	0.767	82	0.988	0.098	0.767
chr3	34652453	A	+	m6A	466	0.996	0.124	0.767	167	1	0.036	0.717	178	1	0.157	0.767	248	0.996	0.028	0.867
chr3	36091325	A	+	m6A	58	0.983	0.224	0.6	26	1	0.038	0.567	31	1	0.323	0.667	34	1	0	NA
chr3	37578913	A	+	m6A	120	0.992	0.267	0.833	50	1	0.08	0.85	30	0.967	0.067	0.767	42	1	0.119	0.7
chr3	51408181	A	-	m6A	856	0.963	0.082	0.867	383	0.963	0.029	0.833	308	0.958	0.071	0.883	442	0.975	0.057	0.867
chr3	51473728	A	+	m6A	136	0.985	0.338	0.75	58	0.966	0.138	0.9	37	1	0.405	0.9	66	0.985	0.167	0.867
chr3	51473890	A	+	m6A	174	0.994	0.138	0.717	80	0.975	0.037	0.633	50	1	0.2	0.733	86	0.988	0.105	0.733
chr3	54728670	A	+	m6A	144	0.972	0.167	0.783	53	0.981	0.019	0.767	73	0.945	0.123	0.733	84	0.988	0.06	0.7
chr3	57646437	A	-	m6A	206	0.99	0.335	0.7	111	0.991	0.162	0.717	52	0.962	0.327	0.7	100	1	0.17	0.867
chr3	57646446	A	-	m6A	210	0.986	0.167	0.733	110	0.955	0.164	0.767	53	0.981	0.226	0.733	99	0.949	0.152	0.7
chr3	69034517	A	+	m6A	253	1	0.47	0.833	94	1	0.138	0.667	96	1	0.469	0.833	159	0.994	0.182	0.767
chr3	75647497	A	-	m6A	149	0.993	0.161	0.833	52	1	0.077	0.733	42	0.976	0.143	0.683	72	1	0.056	0.667
chr3	87859063	A	-	m6A	222	0.995	0.153	0.667	197	0.995	0.03	0.917	75	0.987	0.133	0.717	136	0.978	0.074	0.65
chr3	87859155	A	-	m6A	215	0.944	0.284	0.833	191	0.969	0.12	0.867	72	0.944	0.361	0.833	128	0.945	0.156	0.85
chr3	87859250	A	-	m6A	179	0.994	0.184	0.7	138	0.993	0.043	0.8	58	1	0.172	0.7	112	0.991	0.071	0.733
chr3	87923424	A	+	m6A	464	0.985	0.084	0.7	300	0.997	0	NA	189	0.989	0.079	0.7	259	0.985	0.042	0.667
chr3	88055845	A	+	m6A	139	0.763	0.158	0.8	98	0.786	0.061	0.833	42	0.786	0.238	0.883	80	0.775	0.1	0.833
chr3	88328613	A	+	m6A	243	1	0.091	0.75	242	0.996	0.004	0.6	120	0.992	0.125	0.767	172	1	0.029	0.667
chr3	88552362	A	-	m6A	190	0.953	0.063	0.8	85	0.976	0.035	0.733	53	0.943	0.057	0.8	116	0.948	0.034	0.667
chr3	88909693	A	+	m6A	106	0.962	0.509	0.867	80	0.988	0.188	0.9	37	1	0.459	0.9	69	0.971	0.319	0.883
chr3	88909708	A	+	m6A	114	0.982	0.553	0.767	79	0.962	0.253	0.767	41	0.951	0.659	0.7	77	0.948	0.416	0.767
chr3	89208662	A	+	m6A	82	1	0.305	0.767	79	0.949	0.114	0.8	54	1	0.444	0.717	65	0.985	0.123	0.767
chr3	89209187	A	-	m6A	444	0.962	0.243	0.733	349	0.983	0.077	0.7	145	0.972	0.228	0.8	205	0.971	0.102	0.767
chr3	89209211	A	-	m6A	383	0.984	0.136	0.733	322	0.981	0.031	0.8	120	0.983	0.167	0.717	185	0.995	0.054	0.65
chr3	89268349	A	-	m6A	77	1	0.169	0.7	44	0.977	0.068	0.8	27	1	0.333	0.6	67	0.985	0.06	0.633
chr3	89333827	A	-	m6A	43	0.953	0.488	0.8	34	1	0.235	0.767	25	0.92	0.32	0.883	45	0.911	0.244	0.767
chr3	89415692	A	-	m6A	581	0.955	0.096	0.833	261	0.977	0.023	0.9	199	0.985	0.101	0.85	306	0.977	0.033	0.883
chr3	89429837	A	+	m6A	105	1	0.057	0.95	57	0.982	0	NA	50	1	0.2	0.817	85	0.988	0.059	0.7
chr3	89434828	A	+	m6A	162	0.994	0.074	0.717	98	0.99	0.041	0.683	89	1	0.079	0.667	122	0.992	0.025	0.767
chr3	89434872	A	+	m6A	167	0.994	0.102	0.867	102	1	0.01	0.867	96	1	0.062	0.883	124	1	0.032	0.933
